,URI,birthDate,birthPlace_label,birthPlace,office,mayorCity,termStart,termEnd,name,birthPlaceLat,birthPlaceLon,cityLat,cityLon,gender,distance,startAge,endAge,termLength
36,http://dbpedia.org/resource/George_Hewston,1826-09-11,{Pennsylvania|Philadelphia},{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Philadelphia},Mayor of San Francisco,San Francisco,,,George Hewston,,,37.783333,-122.41666399999998,male,,,,
37,http://dbpedia.org/resource/George_Hoadley_(Ohio_politician),1781-12-15,Connecticut,http://dbpedia.org/resource/Connecticut,Mayor of Cleveland,Cleveland,1846.0,1846.0,George Hoadley (Ohio politician),,,41.482224,-81.669724,male,,65.0,65.0,0.0
38,http://dbpedia.org/resource/George_Manning_(politician),1887-02-11,Gowerton,http://dbpedia.org/resource/Gowerton,Mayor of Christchurch,Christchurch,1958.0,1968.0,George Manning (politician),,,-43.529999,172.620285,male,,71.0,81.0,10.0
39,http://dbpedia.org/resource/George_Matthew_Snelson,1837-11-22,{Leicestershire|Ashby-de-la-Zouch},{http://dbpedia.org/resource/Leicestershire|http://dbpedia.org/resource/Ashby-de-la-Zouch},Mayor of Palmerston North,Palmerston North,1883.0,1879.0,George Matthew Snelson,,,-40.355,175.611664,male,,46.0,42.0,-4.0
40,"http://dbpedia.org/resource/George_Okill_Stuart,_Jr.",1807-10-12,Upper Canada,http://dbpedia.org/resource/Upper_Canada,Mayor of Quebec City,Quebec City,1846.0,1850.0,"George Okill Stuart, Jr.",,,,,male,,39.0,43.0,4.0
41,http://dbpedia.org/resource/George_Page_(mayor),1878-03-31,{Staffordshire|Bilston},{http://dbpedia.org/resource/Staffordshire|http://dbpedia.org/resource/Bilston},Mayor of Nelson,Nelson,1935.0,1941.0,George Page (mayor),,,,,male,,57.0,63.0,6.0
42,http://dbpedia.org/resource/George_Pataki,1945-06-24,{Peekskill New York|United States|New York},"{http://dbpedia.org/resource/Peekskill,_New_York|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/New_York}",Mayor ofPeekskill,Peekskill,,,George Pataki,41.283333,-73.916664,41.283333,-73.916664,male,0.0,,,
43,http://dbpedia.org/resource/George_Preston_Coleman,1870-05-04,{Virginia|Williamsburg Virginia|United States},"{http://dbpedia.org/resource/Virginia|http://dbpedia.org/resource/Williamsburg,_Virginia|http://dbpedia.org/resource/United_States}",Mayor of Williamsburg Virginia,Williamsburg Virginia,1929.0,1934.0,George Preston Coleman,,,,,male,,59.0,64.0,5.0
44,http://dbpedia.org/resource/George_Reginald_Geary,1873-08-12,{Strathroy-Caradoc|Ontario},{http://dbpedia.org/resource/Strathroy-Caradoc|http://dbpedia.org/resource/Ontario},Mayor of Toronto,Toronto,1910.0,1912.0,George Reginald Geary,42.9575,-81.61666899999999,43.700001,-79.400002,male,197.26102864087872,37.0,39.0,2.0
45,http://dbpedia.org/resource/George_Rideout,1945-01-02,{Moncton|New Brunswick},{http://dbpedia.org/resource/Moncton|http://dbpedia.org/resource/New_Brunswick},Mayor ofMonctonNew Brunswick,MonctonNew Brunswick,1988.0,1997.0,George Rideout,46.132778,-64.771385,,,male,,43.0,52.0,9.0
46,http://dbpedia.org/resource/George_Rogers_(Canadian_politician),1958-09-14,Jamaica,http://dbpedia.org/resource/Jamaica,Mayor ofLeduc Alberta,Leduc Alberta,,,George Rogers (Canadian politician),,,,,male,,,,
47,http://dbpedia.org/resource/George_Tustin,1889-09-19,Todmorden_Ontario,"http://dbpedia.org/resource/Todmorden,_Ontario",Mayor ofNapanee Ontario,Napanee Ontario,1934.0,1935.0,George Tustin,,,,,male,,45.0,46.0,1.0
48,http://dbpedia.org/resource/George_Watson_(mayor),1852-04-11,{Glasgow|Scotland},{http://dbpedia.org/resource/Glasgow|http://dbpedia.org/resource/Scotland},Mayor of Brisbane,Brisbane,1892.0,1892.0,George Watson (mayor),,,,,male,,40.0,40.0,0.0
49,http://dbpedia.org/resource/George_Wood_(New_Zealand_politician),1946-08-05,Birkenhead New Zealand,"http://dbpedia.org/resource/Birkenhead,_New_Zealand",Mayor of North Shore,North Shore,1998.0,2007.0,George Wood (New Zealand politician),,,,,male,,52.0,61.0,9.0
50,http://dbpedia.org/resource/Georges_Villeneuve,1922-02-20,Saint-Prime Quebec,"http://dbpedia.org/resource/Saint-Prime,_Quebec",Mayor ofMistassini Quebec,Mistassini Quebec,1961.0,1968.0,Georges Villeneuve,48.583332,-72.333336,,,male,,39.0,46.0,7.0
51,http://dbpedia.org/resource/Geraldo_Júlio,1971-03-19,Recife,http://dbpedia.org/resource/Recife,Mayor ofRecife,Recife,,,Geraldo Júlio,-8.05,-34.900002,-8.05,-34.900002,male,0.0,,,
52,http://dbpedia.org/resource/Gideon_A._Weed,1833-03-07,New Providence New Jersey,"http://dbpedia.org/resource/New_Providence,_New_Jersey",Mayor of Seattle,Seattle,1876.0,1878.0,Gideon A. Weed,40.698890999999996,-74.406624,47.609722,-122.333054,male,3834.0394900765245,43.0,45.0,2.0
53,http://dbpedia.org/resource/Jesse_Ventura,1951-07-15,{Minnesota|Minneapolis},{http://dbpedia.org/resource/Minnesota|http://dbpedia.org/resource/Minneapolis},Mayor of Brooklyn Park,Brooklyn Park,,,Jesse Ventura,,,,,male,,,,
54,"http://dbpedia.org/resource/Jesus_Nalupta,_Sr.",1938-11-08,{Commonwealth of the Philippines|Batac},{http://dbpedia.org/resource/Commonwealth_of_the_Philippines|http://dbpedia.org/resource/Batac},Mayor ofBatac Ilocos Norte,Batac Ilocos Norte,,,"Jesus Nalupta, Sr.",,,,,male,,,,
55,http://dbpedia.org/resource/Jesús_Gil,1933-03-12,{Castile and León|Burgo de Osma-Ciudad de Osma},{http://dbpedia.org/resource/Castile_and_León|http://dbpedia.org/resource/Burgo_de_Osma-Ciudad_de_Osma},Mayor of Marbella,Marbella,,,Jesús Gil,41.383334999999995,-4.45,,,male,,,,
56,http://dbpedia.org/resource/Jim_Eglinski,1948-12-15,Two Hills Alberta,"http://dbpedia.org/resource/Two_Hills,_Alberta",Mayor ofFort St. John British Columbia,Fort St. John British Columbia,2005.0,2008.0,Jim Eglinski,53.715,-111.746109,,,male,,57.0,60.0,3.0
57,http://dbpedia.org/resource/Jim_Marshall_(Georgia_politician),1948-03-31,Ithaca New York,"http://dbpedia.org/resource/Ithaca,_New_York",Mayor of Macon Georgia,Macon Georgia,1995.0,1999.0,Jim Marshall (Georgia politician),,,32.834721,-83.65167199999999,male,,47.0,51.0,4.0
58,http://dbpedia.org/resource/Jim_Moran,1945-05-16,Buffalo New York,"http://dbpedia.org/resource/Buffalo,_New_York",Mayor ofAlexandria Virginia,Alexandria Virginia,,,Jim Moran,42.904724,-78.84944200000001,38.804722,-77.047226,male,480.1008413163259,,,
59,http://dbpedia.org/resource/Jim_Newberry,1956-12-16,{Hiseville Kentucky|United States},"{http://dbpedia.org/resource/Hiseville,_Kentucky|http://dbpedia.org/resource/United_States}",Mayor ofLexington Kentucky,Lexington Kentucky,,,Jim Newberry,37.099998,-85.815002,38.029724,-84.49472,male,155.55733336483232,,,
60,http://dbpedia.org/resource/Jim_Reese_(Texas_politician),1929-12-14,{Texas|Comanche County Texas},"{http://dbpedia.org/resource/Texas|http://dbpedia.org/resource/Comanche_County,_Texas}",Mayor ofOdessaTexas,OdessaTexas,1968.0,1974.0,Jim Reese (Texas politician),,,,,male,,39.0,45.0,6.0
61,http://dbpedia.org/resource/Jim_Renacci,1958-12-03,{Pennsylvania|Monongahela Pennsylvania},"{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Monongahela,_Pennsylvania}",Mayor ofWadsworth,Wadsworth,2004.0,2008.0,Jim Renacci,,,,,male,,46.0,50.0,4.0
62,http://dbpedia.org/resource/Jimmy_Nash,1871-07-27,Foxton New Zealand,"http://dbpedia.org/resource/Foxton,_New_Zealand",Mayor of Palmerston North,Palmerston North,1908.0,1923.0,Jimmy Nash,,,-40.355,175.611664,male,,37.0,52.0,15.0
63,http://dbpedia.org/resource/Joan_Ballweg,1952-03-16,Milwaukee,http://dbpedia.org/resource/Milwaukee,Mayor of Markesan Wisconsin,Markesan Wisconsin,1991.0,1997.0,Joan Ballweg,43.049999,-87.955833,,,female,,39.0,45.0,6.0
64,http://dbpedia.org/resource/Job_Male,1808-08-24,Somerset,http://dbpedia.org/resource/Somerset,Mayor ofPlainfield New Jersey,Plainfield New Jersey,,,Job Male,,,,,male,,,,
65,http://dbpedia.org/resource/Joe_Schwarz,1937-11-15,Battle Creek Michigan,"http://dbpedia.org/resource/Battle_Creek,_Michigan",Mayor ofBattle Creek,Battle Creek,1985.0,1987.0,Joe Schwarz,42.312222,-85.20416999999999,42.312222,-85.20416999999999,male,0.0,48.0,50.0,2.0
66,"http://dbpedia.org/resource/Joe_Serna,_Jr.",1939-09-03,Stockton California,"http://dbpedia.org/resource/Stockton,_California",Mayor of Sacramento,Sacramento,1993.0,1999.0,"Joe Serna, Jr.",37.975555,-121.300835,38.555557,-121.46888700000001,male,66.09951083830596,54.0,60.0,6.0
67,http://dbpedia.org/resource/John_A._C._Menton,1866-09-04,Saginaw Michigan,"http://dbpedia.org/resource/Saginaw,_Michigan",Mayor of the City of Flint Michigan,the City of Flint Michigan,1911.0,1912.0,John A. C. Menton,43.419445,-83.949448,,,male,,45.0,46.0,1.0
68,http://dbpedia.org/resource/John_Anderson_(mayor),1820-11-07,Inveresk,http://dbpedia.org/resource/Inveresk,Mayor of Christchurch,Christchurch,16.0,15.0,John Anderson (mayor),,,-43.529999,172.620285,male,,,,-1.0
69,http://dbpedia.org/resource/John_Beanland,1866-11-03,Ballarat,http://dbpedia.org/resource/Ballarat,Mayor of Christchurch,Christchurch,,,John Beanland,,,-43.529999,172.620285,male,,,,
70,http://dbpedia.org/resource/John_Biddle_(Michigan_politician),1792-03-02,Philadelphia,http://dbpedia.org/resource/Philadelphia,Mayor of Detroit Michigan,Detroit Michigan,1827.0,1828.0,John Biddle (Politiker),39.950001,-75.166664,42.33139,-83.04583000000001,male,710.1576044288005,35.0,36.0,1.0
71,http://dbpedia.org/resource/John_Blake_Rice,1809-05-28,Easton Maryland,"http://dbpedia.org/resource/Easton,_Maryland",Mayor of Chicago,Chicago,1865.0,1869.0,John Blake Rice,38.771667,-76.070557,41.836945,-87.68472299999999,male,1040.5137050910278,56.0,60.0,4.0
72,http://dbpedia.org/resource/John_Burke_(mayor),1946-02-06,Invercargill,http://dbpedia.org/resource/Invercargill,Mayor of Porirua,Porirua,1983.0,1998.0,John Burke (mayor),,,,,male,,37.0,52.0,15.0
73,http://dbpedia.org/resource/John_C._Lane,1872-07-22,{Hawaii|Oahu},{http://dbpedia.org/resource/Hawaii|http://dbpedia.org/resource/Oahu},Mayor of Honolulu,Honolulu,1905.0,1907.0,John C. Lane,,,21.299999,-157.816666,male,,33.0,35.0,2.0
74,http://dbpedia.org/resource/John_C._Mongan,1925-04-17,Manchester New Hampshire,"http://dbpedia.org/resource/Manchester,_New_Hampshire",Mayor of Manchester New Hampshire,Manchester New Hampshire,1962.0,1963.0,John C. Mongan,42.990833,-71.463608,,,male,,37.0,38.0,1.0
75,"http://dbpedia.org/resource/John_C._Zimmerman,_Sr.",1835-05-12,Free City of Frankfurt,http://dbpedia.org/resource/Free_City_of_Frankfurt,Mayor of the City of Flint Michigan,the City of Flint Michigan,1895.0,1896.0,John C. Zimmerman Sr.,,,,,male,,60.0,61.0,1.0
76,http://dbpedia.org/resource/John_Castrilli,1950-11-22,Roccamandolfi,http://dbpedia.org/resource/Roccamandolfi,Mayor ofBunbury,Bunbury,1997.0,2005.0,Giovanni Mario Castrilli,,,,,male,,47.0,55.0,8.0
77,http://dbpedia.org/resource/John_Cavanagh_(hatter),1864-01-16,Connecticut,http://dbpedia.org/resource/Connecticut,Mayor of South Norwalk Connecticut,South Norwalk Connecticut,1902.0,1903.0,John Cavanagh (hatter),,,,,male,,38.0,39.0,1.0
78,http://dbpedia.org/resource/John_Clinton_Porter,1871-04-04,Leon Iowa,"http://dbpedia.org/resource/Leon,_Iowa",Mayor of Los Angeles,Los Angeles,,,John Clinton Porter,40.740002000000004,-93.746391,34.049999,-118.25,male,2278.4574306677096,,,
79,http://dbpedia.org/resource/John_Cook_(Texas_politician),1946-02-27,{Brooklyn|New York},{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York},Mayor of El Paso,El Paso,,,John Cook (Texas politician),40.624722,-73.99028,,,male,,,,
80,http://dbpedia.org/resource/John_D._Butler,1915-08-04,San Diego,http://dbpedia.org/resource/San_Diego,Mayor of San Diego,San Diego,,,John D. Butler,32.715,-117.162498,32.715,-117.162498,male,0.0,,,
81,http://dbpedia.org/resource/John_Daniel_Heal,1825-01-18,{Wiltshire|England|Turleigh},{http://dbpedia.org/resource/Wiltshire|http://dbpedia.org/resource/England|http://dbpedia.org/resource/Turleigh},Mayor of Brisbane,Brisbane,1879.0,1879.0,John Daniel Heal,,,,,male,,54.0,54.0,0.0
82,http://dbpedia.org/resource/Hermann_Berthelsen,1956-03-02,{Greenland|Sisimiut},{http://dbpedia.org/resource/Greenland|http://dbpedia.org/resource/Sisimiut},Mayor ofSisimiut,Sisimiut,,,هيرمان بيرثيلسين,,,,,male,,,,
83,http://dbpedia.org/resource/Hidenobu_Takahide,1929-08-18,{Hokkaido|Empire of Japan},{http://dbpedia.org/resource/Hokkaido|http://dbpedia.org/resource/Empire_of_Japan},Mayor ofYokohama,Yokohama,,,高秀秀信,,,35.444168,139.633331,male,,,,
84,http://dbpedia.org/resource/Hideto_Ōnishi,1959-08-23,Marugame Kagawa,"http://dbpedia.org/resource/Marugame,_Kagawa",Mayor ofTakamatsu,Takamatsu,,,大西秀人,,,,,male,,,,
85,http://dbpedia.org/resource/Hilmar_Moore,1920-07-28,San Antonio,http://dbpedia.org/resource/San_Antonio,Mayor ofRichmond Texas,Richmond Texas,,,Hilmar Moore,29.416665999999996,-98.5,,,male,,,,
86,http://dbpedia.org/resource/Hiram_E._McCallum,1899-08-14,Caledon Ontario,"http://dbpedia.org/resource/Caledon,_Ontario",Mayor of Toronto,Toronto,1948.0,1951.0,Hiram McCallum,43.866665000000005,-79.86666899999999,43.700001,-79.400002,male,41.77009964349661,49.0,52.0,3.0
87,http://dbpedia.org/resource/Hiram_Pratt,1800-06-28,Westminster (town) Vermont,"http://dbpedia.org/resource/Westminster_(town),_Vermont",Mayor of Buffalo,Buffalo,,,Hiram Pratt,43.074718,-72.508614,,,male,,,,
88,http://dbpedia.org/resource/Hirofumi_Yoshimura,1975-06-17,Kawachinagano Osaka,"http://dbpedia.org/resource/Kawachinagano,_Osaka",Mayor ofOsaka,Osaka,,,吉村洋文,,,34.69389,135.502228,male,,,,
89,http://dbpedia.org/resource/Howard_B._Bard,1870-10-20,Ohio,http://dbpedia.org/resource/Ohio,Mayor of San Diego,San Diego,,,Howard B. Bard,,,32.715,-117.162498,male,,,,
90,http://dbpedia.org/resource/Hugh_Alexander_Crawford,1873-03-29,Michigan,http://dbpedia.org/resource/Michigan,Mayor of the City of Flint Michigan,the City of Flint Michigan,1899.0,1900.0,Hugh Alexander Crawford,,,,,male,,26.0,27.0,1.0
91,http://dbpedia.org/resource/Hugh_Hallman,1962-01-13,{Tempe Arizona|United States|Arizona},"{http://dbpedia.org/resource/Tempe,_Arizona|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Arizona}",Mayor ofTempe,Tempe,2004.0,2012.0,Hugh Hallman,33.429443,-111.943054,,,male,,42.0,50.0,8.0
92,http://dbpedia.org/resource/Hur_Nam-sik,1949-03-14,{South Korea|South Gyeongsang Province|Uiryeong County},{http://dbpedia.org/resource/South_Korea|http://dbpedia.org/resource/South_Gyeongsang_Province|http://dbpedia.org/resource/Uiryeong_County},Mayor of Busan,Busan,,,Хо Нам Сик,,,35.166668,129.066666,male,,,,
93,http://dbpedia.org/resource/Hyram_Copeland,1940-12-30,{Louisiana|Concordia Parish Louisiana|Ferriday Louisiana},"{http://dbpedia.org/resource/Louisiana|http://dbpedia.org/resource/Concordia_Parish,_Louisiana|http://dbpedia.org/resource/Ferriday,_Louisiana}",Mayor ofVidaliaLouisiana,VidaliaLouisiana,1992.0,2016.0,Hyram Copeland,,,,,male,,52.0,76.0,24.0
94,http://dbpedia.org/resource/Hüseyin_Mutlu_Akpınar,1969-04-03,{Konya Province|Turkey|Ereğli},{http://dbpedia.org/resource/Konya_Province|http://dbpedia.org/resource/Turkey|http://dbpedia.org/resource/Ereğli},Mayor of Karşıyaka,Karşıyaka,,,Hüseyin Mutlu Akpınar,,,,,male,,,,
95,http://dbpedia.org/resource/I.P._Paul,1949-04-05,Thrissur,http://dbpedia.org/resource/Thrissur,Mayor of Thrissur,Thrissur,,,I.P. Paul,10.52,76.209999,10.52,76.209999,male,0.0,,,
96,http://dbpedia.org/resource/Ibon_Areso,1944-05-20,{Spain|Lazkao},{http://dbpedia.org/resource/Spain|http://dbpedia.org/resource/Lazkao},Mayor of Bilbao,Bilbao,,,Ibon Areso,,,43.256943,-2.923611,male,,,,
97,http://dbpedia.org/resource/Ichio_Asukata,1915-04-02,{Kanagawa Prefecture|Yokohama},{http://dbpedia.org/resource/Kanagawa_Prefecture|http://dbpedia.org/resource/Yokohama},Mayor ofYokohama,Yokohama,,,Ichio Asukata,,,35.444168,139.633331,male,,,,
